X,SPECIES,Order,Clade,Clade_new
151,Poaceae_Centropodia_glauca,Poales,Centropodia,Centropodia
155,Poaceae_Chionochloa_spp,Poales,Danthonioideae,Danthonioideae
152,Poaceae_Chloris_spp,Poales,Chloridoideae,Chloridoideae
154,Poaceae_Danthonia_spp,Poales,Danthonioideae,Danthonioideae
146,Poaceae_Eriachne_spp,Poales,Micrairoideae,Micrairoideae
160,Poaceae_Hordeum_spp,Poales,Poöideae,Pooideae
145,Poaceae_Micraira_spp,Poales,Micrairoideae,Micrairoideae
148,Poaceae_Monachather_paradoxus,Poales,Arundinoideae,Arundinoideae
159,Poaceae_Nardus_stricta,Poales,Poöideae,Pooideae
153,Poaceae_Neyraudia_reynaudiana,Poales,Chloridoideae,Chloridoideae
163,Poaceae_Oryza_ssp,Poales,Oryzoideae,Ehrhartoideae
138,Poaceae_Pharus_lappulaceus,Poales,Pharoideae,Pharoideae
137,Poaceae_Pharus_latifolius,Poales,Pharoideae,Pharoideae
139,Poaceae_Pharus_parvifolius,Poales,Pharoideae,Pharoideae
147,Poaceae_Phragmites_australis,Poales,Arundinoideae,Arundinoideae
140,Poaceae_Puelia_ciliata,Poales,Puelioideae,Puelioideae
141,Poaceae_Puelia_olyriformis,Poales,Puelioideae,Puelioideae
162,Poaceae_Rhynchoryza_subulata,Poales,Oryzoideae,Ehrhartoideae
144,Poaceae_Saccharum_officinarum,Poales,Panicoideae,Panicoideae
150,Poaceae_Sartidia_dewinteri,Poales,Aristidoideae,Aristidoideae
136,Poaceae_Streptochaeta_spp,Poales,Anomochloöideae,Anomochlooideae
161,Poaceae_Streptogyna_americana,Poales,Streptogyna,Streptogyna
142,Poaceae_Thysanolaena_latifolia,Poales,Panicoideae,Panicoideae
143,Poaceae_Zea_mays,Poales,Panicoideae,Panicoideae
858,Podostemaceae_Dalzellia_ceylanica,Malpighiales,Tristichoideae,
856,Podostemaceae_Marathrum_spp,Malpighiales,Podostemoideae,
857,Podostemaceae_Podostemum_ceratophyllum,Malpighiales,Podostemoideae,
859,Podostemaceae_Tristicha_trifaria,Malpighiales,Tristichoideae,
855,Podostemaceae_Weddellina_squamulosa,Malpighiales,Weddellinoideae,
1496,Polemoniaceae_Acanthogilia_gloriosa,Ericales,Acanthogilioideae,
1497,Polemoniaceae_Cobaea_scandens,Ericales,Cobaeoideae,
1499,Polemoniaceae_Gilia_spp,Ericales,Polemonioideae,
1498,Polemoniaceae_Phlox_spp,Ericales,Polemonioideae,
1500,Polemoniaceae_Polemonium_spp,Ericales,Polemonioideae,
910,Polygalaceae_Polygala_spp,Fabales,NA,Polygaleae
,Polygalaceae_Xanthophyllum_spp,Fabales,NA,Xanthophylleae
1597,Polygonaceae_Afrobrunnichia_erecta,Caryophyllales,Afrobrunnichia,Afrobrunnichia
1599,Polygonaceae_Brunnichia_ovata,Caryophyllales,Eriogonoideae,Eriogonoideae
1598,Polygonaceae_Coccoloba_uvifera,Caryophyllales,Eriogonoideae,Eriogonoideae
1600,Polygonaceae_Fagopyrum_spp,Caryophyllales,Polygonoideae,Polygonoideae
1601,Polygonaceae_Polygonum_spp,Caryophyllales,Polygonoideae,Polygonoideae
1596,Polygonaceae_Symmeria_paniculata,Caryophyllales,Symmerioideae,Symmerioideae
230,Pontederiaceae_Eichhornia_crassipes,Commelinales,NA,
232,Pontederiaceae_Eichornia_meyeri,Commelinales,NA,
233,Pontederiaceae_Heteranthera_limosa,Commelinales,NA,
231,Pontederiaceae_Pontederia_cordata,Commelinales,NA,
1666,Portulacaceae_Portulaca_grandiflora,Caryophyllales,NA,
1668,Portulacaceae_Portulaca_oleracea,Caryophyllales,NA,
1667,Portulacaceae_Portulaca_quadrifida,Caryophyllales,NA,
56,Posidoniaceae_Posidonia_australis,Alismatales,NA,
57,Posidoniaceae_Posidonia_oceanica,Alismatales,NA,
47,Potamogetonaceae_Potamogeton_spp,Alismatales,NA,
46,Potamogetonaceae_Zannichellia_palustris,Alismatales,NA,
1489,Primulaceae_Anagallis_spp,Ericales,Myrsinoideae,Myrsinoideae
1493,Primulaceae_Androsace_spp,Ericales,Primuloideae,Primuloideae
1494,Primulaceae_Clavija_spp,Ericales,Theophrastoideae,Theophrastoideae
1490,Primulaceae_Coris_montpeliensis,Ericales,Myrsinoideae,Myrsinoideae
1487,Primulaceae_Maesa_dependens,Ericales,Maesoideae,Maesoideae
1484,Primulaceae_Maesa_indica,Ericales,Maesoideae,Maesoideae
1485,Primulaceae_Maesa_japonica,Ericales,Maesoideae,Maesoideae
1488,Primulaceae_Maesa_lanceolata,Ericales,Maesoideae,Maesoideae
1480,Primulaceae_Maesa_myrsinoides,Ericales,Maesoideae,Maesoideae
1482,Primulaceae_Maesa_perlaria,Ericales,Maesoideae,Maesoideae
1481,Primulaceae_Maesa_permollis,Ericales,Maesoideae,Maesoideae
1477,Primulaceae_Maesa_ramentaceae,Ericales,Maesoideae,Maesoideae
1486,Primulaceae_Maesa_salicifolia,Ericales,Maesoideae,Maesoideae
1483,Primulaceae_Maesa_sp.BB0527,Ericales,Maesoideae,Maesoideae
1476,Primulaceae_Maesa_sp.SH-2010,Ericales,Maesoideae,Maesoideae
1478,Primulaceae_Maesa_tenera,Ericales,Maesoideae,Maesoideae
1479,Primulaceae_Maesa_ternata,Ericales,Maesoideae,Maesoideae
1492,Primulaceae_Primula_spp,Ericales,Primuloideae,Primuloideae
1495,Primulaceae_Samolus_spp,Ericales,Theophrastoideae,Theophrastoideae
1491,Primulaceae_Stimpsonia_chamaedryoides,Ericales,Myrsinoideae,Myrsinoideae
1800,Proteaceae_Bellendena_montana,Proteales,Bellendenoideae,Bellendenoideae
1797,Proteaceae_Grevillea_spp,Proteales,Grevilleoideae,Grevilleoideae
1799,Proteaceae_Persoonia_spp,Proteales,Persoonioideae,Persoonioideae
1796,Proteaceae_Petrophile_spp,Proteales,Proteoideae,Proteoideae
1798,Proteaceae_Roupala_spp,Proteales,Grevilleoideae,Grevilleoideae
,Proteaceae_Symphionema_montanum,Proteales,Symphionematoideae,Symphionematoideae
762,Putranjivaceae_Drypetes_roxburghii,Malpighiales,NA,
760,Putranjivaceae_Putranjiva_spp,Malpighiales,NA,
761,Putranjivaceae_Sibangea_spp,Malpighiales,NA,
906,Quillajaceae_Quillaja_saponaria,Fabales,NA,
768,Rafflesiaceae_Rafflesia_keithii,Malpighiales,NA,
767,Rafflesiaceae_Rhizanthes_spp,Malpighiales,NA,
769,Rafflesiaceae_Sapria_himalayana,Malpighiales,NA,
1828,Ranunculaceae_Aquilegia_spp,Ranunculales,Thalictroideae,Thalictroideae
1823,Ranunculaceae_Coptis_spp,Ranunculales,Coptoideae,Coptidoideae
1825,Ranunculaceae_Ficaria_verna,Ranunculales,Ranunculoideae,Ranunculoideae
1821,Ranunculaceae_Glaucidium_palmatum,Ranunculales,Glaucidioideae,Glaucidioideae
1826,Ranunculaceae_Halerpestes_spp,Ranunculales,Ranunculoideae,Ranunculoideae
1822,Ranunculaceae_Hydrastis_canadensis,Ranunculales,Hydrastidoideae,Hydrastidoideae
1827,Ranunculaceae_Ranunculus_spp,Ranunculales,Ranunculoideae,Ranunculoideae
1829,Ranunculaceae_Thalictrum_spp,Ranunculales,Thalictroideae,Thalictroideae
1824,Ranunculaceae_Xanthorhiza_simplicissima,Ranunculales,Coptoideae,Coptidoideae
173,Rapateaceae_Rapatea_spp,Poales,NA,
172,Rapateaceae_Spathanthus_spp,Poales,NA,
171,Rapateaceae_Stegolepis_spp,Poales,NA,
570,Resedaceae_Borthwickia_trifoliata,Brassicales,NA,
569,Resedaceae_Reseda_spp,Brassicales,NA,
129,Restionaceae_Anarthria_spp,Poales,NA,
132,Restionaceae_Centrolepis_strigosa,Poales,NA,
130,Restionaceae_Chordifex_abortivus,Poales,NA,
133,Restionaceae_Lepyrodia_glauca,Poales,NA,
131,Restionaceae_Restio_spp,Poales,NA,
1603,Rhabdodendraceae_Rhabdodendron_amazonicum,Caryophyllales,NA,
1602,Rhabdodendraceae_Rhabdodendron_macrophyllum,Caryophyllales,NA,
1032,Rhamnaceae_Ceanothus_spp,Rosales,NA,
1034,Rhamnaceae_Rhamnus_spp,Rosales,NA,
1033,Rhamnaceae_Ventilago_spp,Rosales,NA,
359,Ripogonaceae_Ripogonum_album,Liliales,NA,
358,Ripogonaceae_Ripogonum_elseyanum,Liliales,NA,
360,Ripogonaceae_Ripogonum_scandens,Liliales,NA,
720,Rhizophoraceae_Bruguiera_gymnorhiza,Malpighiales,Rhizophoreae,Rhizophoreae
722,Rhizophoraceae_Carallia_spp,Malpighiales,Gynotrocheae,Gynotrocheae
724,Rhizophoraceae_Cassipourea_lanceolata,Malpighiales,Macarisieae,Macarisieae
719,Rhizophoraceae_Crossostylis_grandiflora,Malpighiales,Gynotrocheae,Gynotrocheae
723,Rhizophoraceae_Paradrypetes_subintegrifolia,Malpighiales,Paradrypetes,Paradrypetes
721,Rhizophoraceae_Rhizophora_spp,Malpighiales,Rhizophoreae,Rhizophoreae
1554,Roridulaceae_Roridula_dentata,Ericales,NA,
1553,Roridulaceae_Roridula_gorgonias,Ericales,NA,
1008,Rosaceae_Cercocarpus_spp,Rosales,Dryadoideae,Dryadoideae
1009,Rosaceae_Dryas_octopetala,Rosales,Dryadoideae,Dryadoideae
1001,Rosaceae_Filipendula_vulgaris,Rosales,Rosoideae,Rosoideae
1003,Rosaceae_Lyonothamnus_floribundus,Rosales,Amygdaloideae,Amygdaloideae
1007,Rosaceae_Neillia_thibetica,Rosales,Amygdaloideae,Amygdaloideae
1005,Rosaceae_Photinia_spp,Rosales,Amygdaloideae,Amygdaloideae
1002,Rosaceae_Potentilla_spp,Rosales,Rosoideae,Rosoideae
1004,Rosaceae_Prunus_persica,Rosales,Amygdaloideae,Amygdaloideae
1006,Rosaceae_Spiraea_spp,Rosales,Amygdaloideae,Amygdaloideae
1065,Rousseaceae_Abrophyllum_ornans,Asterales,Carpodetoideae,
1064,Rousseaceae_Carpodetus_serratus,Asterales,Carpodetoideae,
1066,Rousseaceae_Cuttsia_viburnea,Asterales,Carpodetoideae,
1063,Rousseaceae_Roussea_simplex,Asterales,Rousseoideae,
1447,Rubiaceae_Acranthera_frutescens,Gentaniales,LAC CLADE,LAC
1448,Rubiaceae_Amphidasya_ambigua,Gentianales,Rubioideae,Rubioideae
1461,Rubiaceae_Cinchona_pubescens,Gentianales,Cinchonoideae,Cinchonoideae
1454,Rubiaceae_Coffea_arabica,Gentianales,Ixoroideae,Ixoroideae
1449,Rubiaceae_Colletoecema_dewevrei,Gentianales,Rubioideae,Rubioideae
1446,Rubiaceae_Coptosapelta_diffusa,Gentianales,LAC CLADE,LAC
1455,Rubiaceae_Dialypetalanthus_fuscenscens,Gentianales,Ixoroideae,Ixoroideae
1456,Rubiaceae_Emmenopterys_henryi,Gentianales,Ixoroideae,Ixoroideae
1451,Rubiaceae_Galium_spp,Gentianales,Rubioideae,Rubioideae
1459,Rubiaceae_Guettarda_spp,Gentianales,Cinchonoideae,Cinchonoideae
1460,Rubiaceae_Isertia_coccinea,Gentianales,Cinchonoideae,Cinchonoideae
1453,Rubiaceae_Luculia_spp,Gentianales,LAC CLADE,LAC
1450,Rubiaceae_Mitchella_repens,Gentianales,Rubioideae,Rubioideae
1457,Rubiaceae_Posoqueria_latifolia,Gentianales,Ixoroideae,Ixoroideae
1458,Rubiaceae_Rondeletia_amoena,Gentianales,Cinchonoideae,Cinchonoideae
1452,Rubiaceae_Theligonum_cynocrambe,Gentianales,Rubioideae,Rubioideae
50,Ruppiaceae_Ruppia_maritima,Alismatales,NA,
51,Ruppiaceae_Ruppia_megacarpa,Alismatales,NA,
677,Rutaceae_Citrus_spp,Sapindales,Rutoideae,Rutoideae
675,Rutaceae_Cneorum_spp,Sapindales,Cneoroideae,Cneoroideae
680,Rutaceae_Dictamnus_spp,Sapindales,Amyridoideae,Amyridoideae
679,Rutaceae_Melicope_spp,Sapindales,Amyridoideae,Amyridoideae
678,Rutaceae_Ruta_graveolens,Sapindales,Rutoideae,Rutoideae
681,Rutaceae_Skimmia_spp,Sapindales,Amyridoideae,Amyridoideae
676,Rutaceae_Spathelia_spp,Sapindales,Cneoroideae,Cneoroideae
1793,Sabiaceae_Meliosma_veitchiorum,Proteales,NA,
1792,Sabiaceae_Sabia_spp,Proteales,NA,
784,Salicaceae_Abatia_parviflora,Malpighiales,Salicoideae,Salicoideae
778,Salicaceae_Casearia_spp,Malpighiales,Samydoideae,Samydoideae
786,Salicaceae_Dovyalis_spp,Malpighiales,Salicoideae,Salicoideae
787,Salicaceae_Flacourtia_spp,Malpighiales,Salicoideae,Salicoideae
783,Salicaceae_Idesia_polycarpa,Malpighiales,Salicoideae,Salicoideae
777,Salicaceae_Lunania_spp,Malpighiales,Samydoideae,Samydoideae
780,Salicaceae_Poliothyrsis_spp,Malpighiales,Salicoideae,Salicoideae
781,Salicaceae_Populus_spp,Malpighiales,Salicoideae,Salicoideae
785,Salicaceae_Prockia_spp,Malpighiales,Salicoideae,Salicoideae
782,Salicaceae_Salix_reticulata,Malpighiales,Salicoideae,Salicoideae
779,Salicaceae_Scyphostegia_borneensis,Malpighiales,Scyphostegioideae,Scyphostegioideae
593,Salvadoraceae_Azima_tetracantha,Brassicales,NA,
595,Salvadoraceae_Salvadora_spp,Brassicales,NA,
1747,Santalaceae_Cervantesia_tomentosa,Santalales,NA,
1745,Santalaceae_Comandra_umbellata,Santalales,NA,
1748,Santalaceae_Osyris_spp,Santalales,NA,
1749,Santalaceae_Santalum_album,Santalales,NA,
1746,Santalaceae_Thesium_spp,Santalales,NA,
683,Sapindaceae_Aesculus_spp,Sapindales,NA,
682,Sapindaceae_Cupaniopsis_anacardioides,Sapindales,NA,
684,Sapindaceae_Xanthoceras_sorbifolium,Sapindales,NA,
1509,Sapotaceae_Manilkara_zapota,Ericales,NA,
1510,Sapotaceae_Sarcosperma_laurinum,Ericales,NA,
1625,Sarcobataceae_Sarcobatus_vermiculatus,Caryophyllales,NA,
655,Sarcolaenaceae_Leptolaena_multiflora,Malvales,NA,
656,Sarcolaenaceae_Sarcolaena_spp,Malvales,NA,
1549,Sarraceniaceae_Darlingtonia_spp,Ericales,NA,
1548,Sarraceniaceae_Sarracenia_spp,Ericales,NA,
437,Saururaceae_Anemopsis_californica,Piperales,NA,
438,Saururaceae_Houttuynia_cordata,Piperales,NA,
436,Saururaceae_Saururus_spp,Piperales,NA,
498,Saxifragaceae_Heuchera_spp,Saxifragales,Heucheroideae,
496,Saxifragaceae_Saxifraga_spp,Saxifragales,Saxifragoideae,
497,Saxifragaceae_Sullivantia_oregana,Saxifragales,Heucheroideae,
42,Scheuchzeriaceae_Scheuchzeria_palustris,Alismatales,NA,
1833,Schisandraceae_Illicium_spp,Austrobaileyales,NA,
1835,Schisandraceae_Kadsura_japonica,Austrobaileyales,NA,
1834,Schisandraceae_Schisandra_spp,Austrobaileyales,NA,
1359,Schlegeliaceae_Exarata_chocoensis,Lamiales,NA,
1357,Schlegeliaceae_Schlegelia_spp,Lamiales,NA,
1358,Schlegeliaceae_Synapsis_ilicifolia,Lamiales,NA,
1754,Schoepfiaceae_Arjona_tuberosa,Santalales,NA,
1755,Schoepfiaceae_Quinchamalium_chilense,Santalales,NA,
1753,Schoepfiaceae_Schoepfia_schreberi,Santalales,NA,
,Scrophulariaceae_Limosella_aquatica,Lamiales,Limoselleae,Limoselleae
,Scrophulariaceae_Buddleja_davidii,Lamiales,Buddlejeae,Buddlejeae
,Scrophulariaceae_Leucophyllum_frutescens,Lamiales,Leucophylleae,Leucophylleae
,Scrophulariaceae_Aptosimum_spp,Lamiales,Aptosimieae,Aptosimieae
1275,Scrophulariaceae_Alonsoa_spp,Lamiales,Hemimerideae,Hemimerideae
1276,Scrophulariaceae_Myoporum_spp,Lamiales,Myoporeae,Myoporeae
1277,Scrophulariaceae_Scrophularia_spp,Lamiales,Scrophularieae,Scrophularieae
1278,Scrophulariaceae_Verbascum_thapsus,Lamiales,Scrophularieae,Scrophularieae
597,Setchellanthaceae_Setchellanthus_caeruleus,Brassicales,NA,
674,Simaroubaceae_Ailanthus_altissima,Sapindales,NA,
672,Simaroubaceae_Castela_coccinea,Sapindales,NA,
673,Simaroubaceae_Picrasma_spp,Sapindales,NA,
1604,Simmondsiaceae_Simmondsia_chinensis,Caryophyllales,NA,
378,Siparunaceae_Glossocalyx_brevipes,Laurales,NA,
380,Siparunaceae_Siparuna_brasiliensis,Laurales,NA,
379,Siparunaceae_Siparuna_decipiens,Laurales,NA,
381,Siparunaceae_Siparuna_glycycarpa,Laurales,NA,
1504,Sladeniaceae_Ficalhoa_laurifolia,Ericales,NA,
1505,Sladeniaceae_Sladenia_celastrifolia,Ericales,NA,
351,Smilacaceae_Smilax_aspera,Liliales,NA,
350,Smilacaceae_Smilax_spp,Liliales,NA,
1407,Solanaceae_Anthocercis_spp,Solanales,Nicotianoideae,Nicotianoideae
1404,Solanaceae_Atropa_belladonna,Solanales,Solanoideae,Solanoideae
1410,Solanaceae_Benthamiella_patagonica,Solanales,Benthamielleae,Benthamielleae
1412,Solanaceae_Browallia_spp,Solanales,Browallioideae,Browallioideae
1402,Solanaceae_Brunfelsia_spp,Solanales,Petunioideae,Petunioideae
1413,Solanaceae_Cestrum_spp,Solanales,Browallioideae,Browallioideae
1411,Solanaceae_Combera_paradoxa,Solanales,Benthamielleae,Benthamielleae
1415,Solanaceae_Duckeodendron_cestroides,Solanales,Duckeodendroideae,Duckeodendroideae
1417,Solanaceae_Goetzea_elegans,Solanales,Goetzeoideae,Goetzeoideae
1399,Solanaceae_Heteranthia_decipiens,Solanales,Schwenkioideae,Schwenkioideae
1416,Solanaceae_Metternichia_principis,Solanales,Goetzeoideae,Goetzeoideae
1406,Solanaceae_Nicotiana_spp,Solanales,Nicotianoideae,Nicotianoideae
1403,Solanaceae_Nierembergia_spp,Solanales,Petunioideae,Petunioideae
1405,Solanaceae_Nolana_spp,Solanales,Solanoideae,Solanoideae
1401,Solanaceae_Petunia_spp,Solanales,Petunioideae,Petunioideae
1414,Solanaceae_Salpiglossis_sinuata,Solanales,Browallioideae,Browallioideae
1398,Solanaceae_Schizanthus_grahamii,Solanales,Schizanthoideae,Schizanthoideae
1397,Solanaceae_Schizanthus_pinnatus,Solanales,Schizanthoideae,Schizanthoideae
1400,Solanaceae_Schwenckia_spp,Solanales,Schwenkioideae,Schwenkioideae
1409,Solanaceae_Solanum_spp,Solanales,Solanoideae,Solanoideae
1408,Solanaceae_Symonanthus_spp,Solanales,Nicotianoideae,Nicotianoideae
651,Sphaerosepalaceae_Dialyceras_coriaceum,Malvales,NA,
652,Sphaerosepalaceae_Rhopalocarpus_spp,Malvales,NA,
1418,Sphenocleaceae_Sphenoclea_zeylanica,Solanales,NA,
553,Stachyuraceae_Stachyurus_chinensis,Crossosomatales,NA,
559,Stachyuraceae_Stachyurus_cordatulus,Crossosomatales,NA,
557,Stachyuraceae_Stachyurus_himalaicus,Crossosomatales,NA,
558,Stachyuraceae_Stachyurus_oblongifolius,Crossosomatales,NA,
554,Stachyuraceae_Stachyurus_obovatus,Crossosomatales,NA,
561,Stachyuraceae_Stachyurus_praecox,Crossosomatales,NA,
555,Stachyuraceae_Stachyurus_retusus,Crossosomatales,NA,
556,Stachyuraceae_Stachyurus_salicifolius,Crossosomatales,NA,
562,Stachyuraceae_Stachyurus_sigeypsii,Crossosomatales,NA,
560,Stachyuraceae_Stachyurus_yunnanensis,Crossosomatales,NA,
547,Staphyleaceae_Euscaphis_spp,Crossosomatales,NA,
549,Staphyleaceae_Staphylea_spp,Crossosomatales,NA,
548,Staphyleaceae_Turpinia_spp,Crossosomatales,NA,
1670,Stegnospermataceae_Stegnosperma_cubense,Caryophyllales,NA,
1669,Stegnospermataceae_Stegnosperma_halimifolium,Caryophyllales,NA,
73,Stemonaceae_Croomia_spp,Pandanales,NA,
74,Stemonaceae_Pentastemona_sumatrana,Pandanales,NA,
1216,Stemonuraceae_Discophora_guianensis,Aquifoliales,NA,
1219,Stemonuraceae_Gomphandra_spp,Aquifoliales,NA,
1215,Stemonuraceae_Grisollea_myriantha,Aquifoliales,NA,
1218,Stemonuraceae_Irvingbaileya_australis,Aquifoliales,NA,
1220,Stemonuraceae_Lasianthera_africana,Aquifoliales,NA,
1217,Stemonuraceae_Medusanthera_laxiflora,Aquifoliales,NA,
1376,Stilbaceae_Charadrophila_capensis,Lamiales,NA,
1378,Stilbaceae_Euthystachys_abbreviata,Lamiales,NA,
1377,Stilbaceae_Halleria_spp,Lamiales,NA,
545,Strasburgeriaceae_Ixerba_brexoides,Crossosomatales,NA,
546,Strasburgeriaceae_Strasburgeria_robusta,Crossosomatales,NA,
248,Strelitziaceae_Phenakospermum_guyannense,Zingiberales,NA,
246,Strelitziaceae_Ravenala_madagascariensis,Zingiberales,NA,
247,Strelitziaceae_Strelitzia_spp,Zingiberales,NA,
1776,Strombosiaceae_Scorodocarpus_borneensis,Santalales,NA,
1775,Strombosiaceae_Strombosia_spp,Santalales,NA,
1079,Stylidiaceae_Donatia_spp,Asterales,Donatioideae,
1081,Stylidiaceae_Forstera_spp,Asterales,Stylidioideae,
1080,Stylidiaceae_Stylidium_spp,Asterales,Stylidioideae,
1559,Styracaceae_Halesia_spp,Ericales,NA,
1558,Styracaceae_Styrax_spp,Ericales,NA,
908,Surianaceae_Cadellia_pentastylis,Fabales,NA,
909,Surianaceae_Recchia_mexicana,Fabales,NA,
907,Surianaceae_Stylobasium_spathulatum,Fabales,NA,
1567,Symplocaceae_Cordyloblaste_pendula,Ericales,NA,
1566,Symplocaceae_Cordyloblaste_henschelii,Ericales,NA,
1568,Symplocaceae_Cordyloblaste_pendula,Ericales,NA,
1564,Symplocaceae_Symplocos_paniculata,Ericales,NA,
1565,Symplocaceae_Symplocos_spp,Ericales,NA,
85,Taccaceae_Tacca_chantieri,Dioscoreales,NA,
86,Taccaceae_Tacca_leontopetaloides,Dioscoreales,NA,
87,Taccaceae_Tacca_parkeri,Dioscoreales,NA,
84,Taccaceae_Tacca_sp.,Dioscoreales,NA,
1660,Talinaceae_Talinum_caffrum,Caryophyllales,NA,
1661,Talinaceae_Talinum_paniculatum,Caryophyllales,NA,
1592,Tamaricaceae_Reaumuria_soongarica,Caryophyllales,NA,
1591,Tamaricaceae_Tamarix_pentandra,Caryophyllales,NA,
666,Tapisciaceae_Huertea_spp,Huerteales,NA,
667,Tapisciaceae_Tapiscia_spp,Huerteales,NA,
303,Tecophilaeaceae_Cyanella_hyacinthoides,Asparagales,NA,
302,Tecophilaeaceae_Tecophilaea_cyanocrocus,Asparagales,NA,
476,Tetracarpaeaceae_Tetracarpaea_tasmanica,Saxifragales,NA,
1273,Tetrachondraceae_Polypremum_procumbens,Lamiales,NA,
1274,Tetrachondraceae_Tetrachondra_patagonica,Lamiales,NA,
971,Tetramelaceae_Octomeles_sumatrana,Cucurbitales,NA,
970,Tetramelaceae_Tetrameles_nudiflora,Cucurbitales,NA,
1468,Tetrameristaceae_Pelliciera_rhizophorae,Ericales,NA,
1469,Tetrameristaceae_Tetramerista_spp,Ericales,NA,
1555,Theaceae_Camellia_sinensis,Ericales,NA,
1556,Theaceae_Gordonia_spp,Ericales,NA,
1557,Theaceae_Stewartia_spp,Ericales,NA,
83,Thismiaceae_Oxygyne_shinzatoi,Dioscoreales,NA,
82,Thismiaceae_Thismia_spp,Dioscoreales,NA,
1364,Thomandersiaceae_Thomandersia_hensii,Lamiales,NA,
1365,Thomandersiaceae_Thomandersia_laurifolia,Lamiales,NA,
106,Thurniaceae_Prionium_serratum,Poales,NA,
105,Thurniaceae_Thurnia_sphaerocephala,Poales,NA,
611,Thymelaeaceae_Gonystylus_spp,Malvales,Octolepidoideae,
610,Thymelaeaceae_Octolepis_spp,Malvales,Octolepidoideae,
609,Thymelaeaceae_Synandrodaphne_paradoxa,Malvales,Octolepidoideae,
612,Thymelaeaceae_Thymelaea_spp,Malvales,Thymelaeoideae,
990,Ticodendraceae_Ticodendron_incognitum,Fagales,NA,
10,Tofieldiaceae_Pleea_tenuifolia,Alismatales,NA,
11,Tofieldiaceae_Tofieldia_spp,Alismatales,NA,
1132,Torricelliaceae_Aralidium_pinnatifidum,Apiales,NA,
1133,Torricelliaceae_Melanophylla_spp,Apiales,NA,
1134,Torricelliaceae_Torricellia_tiliifolia,Apiales,NA,
592,Tovariaceae_Tovaria_pendula,Brassicales,NA,
838,Trigoniaceae_Trigonia_spp,Malpighiales,NA,
837,Trigoniaceae_Trigoniastrum_hypoleucum,Malpighiales,NA,
1832,Trimeniaceae_Trimenia_moorei,Austrobaileyales,NA,
70,Triuridaceae_Kupea_martinetugei,Pandanales,NA,
72,Triuridaceae_Sciaphila_densiflora,Pandanales,NA,
71,Triuridaceae_Triuris_hexophthalma,Pandanales,NA,
452,Trochodendraceae_Tetracentron_sinense,Trochodendrales,NA,
453,Trochodendraceae_Trochodendron_aralioides,Trochodendrales,NA,
600,Tropaeolaceae_Tropaeolum_majus,Brassicales,NA,
601,Tropaeolaceae_Tropaeolum_tricolor,Brassicales,NA,
174,Typhaceae_Sparganium_spp,Poales,NA,
175,Typhaceae_Typha_spp,Poales,NA,
1012,Ulmaceae_Ampelocera_hottlei,Rosales,NA,
1011,Ulmaceae_Zelkova_spp,Rosales,NA,
1025,Urticaceae_Boehmeria_spp,Rosales,Boehmerieae,Boehmerieae
1027,Urticaceae_Cecropia_spp,Rosales,Cecropieae,Cecropieae
1026,Urticaceae_Coussapoa_spp,Rosales,Cecropieae,Cecropieae
1023,Urticaceae_Leucosyke_spp,Rosales,Cecropieae,Cecropieae
1024,Urticaceae_Parietatia_spp,Rosales,Boehmerieae,Boehmerieae
1019,Urticaceae_Pellionia_spp,Rosales,Elatostemateae,Elatostemateae
1018,Urticaceae_Pilea_spp,Rosales,Elatostemateae,Elatostemateae
1021,Urticaceae_Poikilospermum_spp,Rosales,Urticeae,Urticeae
1022,Urticaceae_Urera_spp,Rosales,Urticeae,Urticeae
1020,Urticaceae_Urtica_spp,Rosales,Urticeae,Urticeae
1464,Vahliaceae_Vahlia_capensis,Vahliales,NA,
1463,Vahliaceae_Vahlia_digyna,Vahliales,NA,
1462,Vahliaceae_Vahlia_somalensis,Vahliales,NA,
63,Velloziaceae_Acanthochlamys_bracteata,Pandanales,Acanthochlamydoideae,
65,Velloziaceae_Barbacenia_spp,Pandanales,Vellozioideae,
64,Velloziaceae_Xerophyta_spp,Pandanales,Vellozioideae,
1362,Verbenaceae_Petrea_spp,Lamiales,NA,
1363,Verbenaceae_Verbena_spp,Lamiales,NA,
789,Violaceae_Fusispermum_spp,Malpighiales,Fusispermoideae,
794,Violaceae_Hybanthus_spp,Malpighiales,Violoideae,
792,Violaceae_Hymenanthera_alpina,Malpighiales,Violoideae,
791,Violaceae_Leonia_glycycarpa,Malpighiales,Violoideae,
790,Violaceae_Rinorea_spp,Malpighiales,Violoideae,
793,Violaceae_Viola_spp,Malpighiales,Violoideae,
1035,Vitaceae_Leea_guineensis,Vitales,NA,
1036,Vitaceae_Vitis_spp,Vitales,NA,
509,Vochysiaceae_Erismadelphus_spp,Myrtales,NA,
511,Vochysiaceae_Qualea_spp,Myrtales,NA,
510,Vochysiaceae_Vochysia_spp,Myrtales,NA,
1257,Wellstediaceae_Wellstedia_dinteri,Boraginales,NA,
1258,Wellstediaceae_Wellstedia_socotrana,Boraginales,NA,
1259,Wellstediaceae_Wellstedia_somalensis,Boraginales,NA,
6,Welwitschiaceae_Welwitschia_spp,,_OUTGROUP,
429,Winteraceae_Drimys_spp,Canellales,Winteroideae,
428,Winteraceae_Takhtajania_perrieri,Canellales,Taktajanioideae,
430,Winteraceae_Tasmannia_spp,Canellales,Winteroideae,
