MAJOR CLADE,No.REF,ORDER,FAMILY,NODE,SRB_topology,FAMILY,TOPO,mean,min,max,Reference,
COMMELINIDS,677,POALES,5,Poales,640,1,,113,109,122,Hertweck et al. 2015,
COMMELINIDS,678,POALES,5,Poales,640,1,,99,94,105,Hertweck et al. 2015,
COMMELINIDS,679,POALES,5,[Typhaceae + Bromeliaceae],663,,,75.9,,,Magall??n et al. 2015,
COMMELINIDS,680,POALES,5,[Typhaceae + Bromeliaceae],663,,,85.5,,,Tank et al. 2015,
COMMELINIDS,681,POALES,5,[Typhaceae + Bromeliaceae],663,,,100,95,105,Givnish et al. 2011,Sulman et al. 2013
COMMELINIDS,682,POALES,5,Typhaceae,664,1,,89,,,Janssen & Bremer 2004,
COMMELINIDS,683,POALES,5,Typhaceae,664,1,,72,70,76,Sulman et al. 2013,
COMMELINIDS,684,POALES,5,Typhaceae,664,1,,80.9,74,87,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,685,POALES,5,Bromeliaceae,665,1,,,96,112,Janssen & Bremer 2004,
COMMELINIDS,686,POALES,5,Bromeliaceae,665,1,,,18.4,24.9,Givnish et al. 2008a,
COMMELINIDS,687,POALES,5,Bromeliaceae,665,1,,19.5,17.4,32.3,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,688,POALES,5,Bromeliaceae,665,1,,19.1,,,Givnish et al. 2011,
COMMELINIDS,689,POALES,5,[Rapateaceae [[[Eriocaulaceae + Xyridaceae] [Mayacaceae [Thurniaceae [Juncaceae + Cyperaceae]]]] [[Anarthriaceae + Restionaceae] [Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]]]]],641,,,87,,,Givnish et al. 2004,
COMMELINIDS,690,POALES,5,[Rapateaceae [[[Eriocaulaceae + Xyridaceae] [Mayacaceae [Thurniaceae [Juncaceae + Cyperaceae]]]] [[Anarthriaceae + Restionaceae] [Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]]]]],641,,,62,,,Givnish et al. 2000,
COMMELINIDS,691,POALES,5,[Rapateaceae [[[Eriocaulaceae + Xyridaceae] [Mayacaceae [Thurniaceae [Juncaceae + Cyperaceae]]]] [[Anarthriaceae + Restionaceae] [Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]]]]],641,,,84.2,,,Tank et al. 2015,
COMMELINIDS,692,POALES,5,[Rapateaceae [[[Eriocaulaceae + Xyridaceae] [Mayacaceae [Thurniaceae [Juncaceae + Cyperaceae]]]] [[Anarthriaceae + Restionaceae] [Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]]]]],641,,,97.6,,,Magall??n et al. 2015,
COMMELINIDS,693,POALES,5,Rapataceae,662,1,,79,,,Janssen & Bremer 2004,
COMMELINIDS,694,POALES,5,Rapataceae,662,1,,32,,,Givnish et al. 2000,
COMMELINIDS,695,POALES,5,Rapataceae,662,1,,40.8,33.8,44,Givnish et al. 2004,
COMMELINIDS,696,POALES,5,Rapataceae,662,1,,36.3,28,55.7,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,697,POALES,5,[[[Eriocaulaceae + Xyridaceae] [Mayacaceae [Thurniaceae [Juncaceae + Cyperaceae]]]] [[Anarthriaceae + Restionaceae] [Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]]]],642,,,83,68,96,Bell et al. 2010,
COMMELINIDS,698,POALES,5,[[[Eriocaulaceae + Xyridaceae] [Mayacaceae [Thurniaceae [Juncaceae + Cyperaceae]]]] [[Anarthriaceae + Restionaceae] [Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]]]],642,,,93.8,,,Magall??n et al. 2015,
COMMELINIDS,699,POALES,5,[[Eriocaulaceae + Xyridaceae] [Mayacaceae [Thurniaceae [Juncaceae + Cyperaceae]]]],642,,,86.2,,,Magall??n et al. 2015,
COMMELINIDS,700,POALES,5,[Eriocaulaceae + Xyridaceae],NA,,!TOPO,105,,,Janssen & Bremer 2004,
COMMELINIDS,701,POALES,5,[Eriocaulaceae + Xyridaceae],NA,,!TOPO,77.1,,,Magall??n et al. 2015,
COMMELINIDS,702,POALES,5,Eriocaulaceae,655,1,,58,,,Janssen & Bremer 2004,
COMMELINIDS,703,POALES,5,Eriocaulaceae,655,1,,64,55.2,78,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,704,POALES,5,Xyridaceae,654,1,,87,,,Janssen & Bremer 2004,
COMMELINIDS,705,POALES,5,Xyridaceae,654,1,,63,53.5,84.5,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,706,POALES,5,[Mayacaceae [Thurniaceae [Juncaceae + Cyperaceae]]],NA,,!TOPO,100,,,Janssen & Bremer 2004,
COMMELINIDS,707,POALES,5,[Mayacaceae [Thurniaceae [Juncaceae + Cyperaceae]]],NA,,!TOPO,77.2,,,Magall??n et al. 2015,
COMMELINIDS,708,POALES,5,Mayacaceae,656,1,,82.4,68.8,109,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,709,POALES,5,[Thurniaceae [Juncaceae + Cyperaceae]],657,,,98,,,Janssen & Bremer 2004,
COMMELINIDS,710,POALES,5,[Thurniaceae [Juncaceae + Cyperaceae]],657,,,101.4,,,Escudero & Hipp 2013,
COMMELINIDS,711,POALES,5,Thurniaceae,661,1,,33,,,Janssen & Bremer 2004,
COMMELINIDS,712,POALES,5,Thurniaceae,661,1,,26.1,15.8,52.9,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,713,POALES,5,[Juncaceae + Cyperaceae],658,,,,88,100,Janssen & Bremer 2004,
COMMELINIDS,714,POALES,5,[Juncaceae + Cyperaceae],658,,,55.2,,,Magall??n et al. 2015,
COMMELINIDS,715,POALES,5,[Juncaceae + Cyperaceae],658,,,58,43,74,Bell et al. 2010,
COMMELINIDS,716,POALES,5,[Juncaceae + Cyperaceae],658,,,82,,,Escudero et al. 2012b,
COMMELINIDS,717,POALES,5,[Juncaceae + Cyperaceae],658,,,90.6,,,Escudero & Hipp 2013,
COMMELINIDS,718,POALES,5,[Juncaceae + Cyperaceae],658,,,96,88,100,Spalink et al. 2016,
COMMELINIDS,719,POALES,5,[Juncaceae + Cyperaceae],658,,,,28,29,Wikstr??m et al. 2001,
COMMELINIDS,720,POALES,5,Juncaceae,660,1,,74,,,Janssen & Bremer 2004,
COMMELINIDS,721,POALES,5,Juncaceae,660,1,,71.8,51,87,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,722,POALES,5,Cyperaceae,659,1,,,52,76,Janssen & Bremer 2004,
COMMELINIDS,723,POALES,5,Cyperaceae,659,1,,83.7,78.5,87.6,Escudero et al. 2012b,
COMMELINIDS,724,POALES,5,Cyperaceae,659,1,,82.6,75.9,85.6,Escudero & Hipp 2013,
COMMELINIDS,725,POALES,5,Cyperaceae,659,1,,82.3,73.7,87.7,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,726,POALES,5,Cyperaceae,659,1,,85,77,89,Spalink et al. 2016,
COMMELINIDS,727,POALES,5,[Restionaceae [Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]]],646,,,108,,,Janssen & Bremer 2004,
COMMELINIDS,728,POALES,5,[Restionaceae [Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]]],646,,,47,42,52,Wikstr??m et al. 2001,
COMMELINIDS,729,POALES,5,[Restionaceae [Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]]],646,,,61.5,45,76,Bell et al. 2010,
COMMELINIDS,730,POALES,5,[Restionaceae [Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]]],646,,,80.8,,,Magall??n et al. 2015,
COMMELINIDS,731,POALES,5,Restionaceae,653,1,,,96,97,Janssen & Bremer 2004,
COMMELINIDS,732,POALES,5,Restionaceae,653,1,,80,,,Litsios et al. 2014,
COMMELINIDS,733,POALES,5,Restionaceae,653,1,,75.9,,,Magall??n et al. 2015,
COMMELINIDS,734,POALES,5,[Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]],647,,,61.5,42,76,Bell et al. 2010,
COMMELINIDS,735,POALES,5,[Flagellariaceae [[Joinvilleaceae + Ecdeiocoleaceae] Poaceae]],647,,,74.7,,,Magall??n et al. 2015,
COMMELINIDS,736,POALES,5,Flagellariaceae,652,1,,95.3,85.8,102.5,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,737,POALES,5,[Joinvilleaceae [Ecdeiocoleaceae + Poaceae]],648,,,90,,,Janssen & Bremer 2004,
COMMELINIDS,738,POALES,5,[Joinvilleaceae [Ecdeiocoleaceae + Poaceae]],648,,,58.6,,,Magall??n et al. 2015,
COMMELINIDS,739,POALES,5,Joinvilleaceae,651,1,,76.7,43.5,79.7,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,740,POALES,5,[Ecdeiocoleaceae + Poaceae],649,,,89,,,Janssen & Bremer 2004,
COMMELINIDS,741,POALES,5,Ecdeiocoleaceae,NA,,!TOPO,73,,,Janssen & Bremer 2004,
COMMELINIDS,742,POALES,5,Ecdeiocoleaceae,NA,,!TOPO,36.7,16.3,48.6,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,743,POALES,5,Poaceae,650,1,,83,,,Janssen & Bremer 2004,
COMMELINIDS,744,POALES,5,Poaceae,650,1,,76,43,97,Bouchenak-Khelladi et al. 2010,
COMMELINIDS,745,POALES,5,Poaceae,650,1,,68.9,65,74.4,Bouchenak-Khelladi et al. 2014b,
COMMELINIDS,746,POALES,5,Poaceae,650,1,,125.45,62.7,248.1,Jones et al. 2014,
COMMELINIDS,747,,5,[COMMELINALES + ZINGIBERALES],667,,,114,,,Janssen & Bremer 2004,
COMMELINIDS,748,,5,[COMMELINALES + ZINGIBERALES],667,,,77,69,85,Wikstr??m et al. 2001,
COMMELINIDS,749,,5,[COMMELINALES + ZINGIBERALES],667,,,84,,,Bremer 2000b,
COMMELINIDS,750,,5,[COMMELINALES + ZINGIBERALES],667,,,,99.9,109.7,Magall??n & Castillo 2009,
COMMELINIDS,751,,5,[COMMELINALES + ZINGIBERALES],667,,,88,86,101,Bell et al. 2010,
COMMELINIDS,752,,5,[COMMELINALES + ZINGIBERALES],667,,,158,,,Kress & Specht 2005,
COMMELINIDS,753,,5,[COMMELINALES + ZINGIBERALES],667,,,,122,124,Kress & Specht 2006,
COMMELINIDS,754,,5,[COMMELINALES + ZINGIBERALES],667,,,100,94,107,Hertweck et al. 2015,
COMMELINIDS,755,,5,[COMMELINALES + ZINGIBERALES],667,,,97.5,82,112,Givnish et al. 2016,
COMMELINIDS,756,,5,[COMMELINALES + ZINGIBERALES],667,,,92,83,114,Merckx et al. 2008a,
COMMELINIDS,757,,5,[COMMELINALES + ZINGIBERALES],667,,,,83,85,Mennes et al. 2013,
COMMELINIDS,758,,5,[COMMELINALES + ZINGIBERALES],667,,,,72,82,Mennes et al. 2015,
COMMELINIDS,759,,5,[COMMELINALES + ZINGIBERALES],667,,,79.8,,,Magall??n et al. 2015,
COMMELINIDS,760,,5,[COMMELINALES + ZINGIBERALES],667,,,52.4,,,Naumann et al. 2013,
COMMELINIDS,761,COMELINALES,5,COMELINALES,683,1,,110,,,Janssen & Bremer 2004,
COMMELINIDS,762,COMELINALES,5,COMELINALES,683,1,,101,,,Tank et al. 2015,
COMMELINIDS,763,COMELINALES,5,COMELINALES,683,1,,95.9,83.2,108.4,Eguchi & Tamura 2016,
COMMELINIDS,764,COMELINALES,5,COMELINALES,683,1,,90.2,,,Tang et al. 2016,
COMMELINIDS,765,COMELINALES,5,COMELINALES,683,1,,80.5,57.5,103.5,Givnish et al. 2016,
COMMELINIDS,766,COMELINALES,5,COMELINALES,683,1,,75,50,104,Merckx et al. 2008a,
COMMELINIDS,767,COMELINALES,5,COMELINALES,683,1,,68.5,62,71,Wikstr??m et al. 2001,
COMMELINIDS,768,COMELINALES,5,COMELINALES,683,1,,68.5,,,Magall??n et al. 2015,
COMMELINIDS,769,COMELINALES,5,COMELINALES,683,1,,73,55,91,Bell et al. 2010,
COMMELINIDS,770,COMELINALES,5,COMELINALES,683,1,,92.5,87,101,Hertweck et al. 2015,
COMMELINIDS,771,COMELINALES,5,COMELINALES,683,1,,,47,87,Mennes et al. 2013,
COMMELINIDS,772,COMELINALES,5,[Hanguanaceae + Commelinaceae],689,,,89,,,Janssen & Bremer 2004,
COMMELINIDS,773,COMELINALES,5,[Philydraceae [Haemodoraceae + Pontederiaceae]],684,,,62.3,,,Magall??n et al. 2015,
COMMELINIDS,774,COMELINALES,5,[Haemodoraceae + Pontederiaceae],685,,,44.4,,,Magall??n et al. 2015,
COMMELINIDS,775,COMELINALES,5,Haemodoraceae,686,1,,81,,,Janssen & Bremer 2004,
COMMELINIDS,776,COMELINALES,5,Pontederiaceae,687,1,,39,,,Janssen & Bremer 2004,
COMMELINIDS,777,ZINGIBERALES,5,Zingiberales,668,1,,88,,,Janssen & Bremer 2004,
COMMELINIDS,778,ZINGIBERALES,5,Zingiberales,668,1,,62,,,Bremer 2000b,
COMMELINIDS,779,ZINGIBERALES,5,Zingiberales,668,1,,38,34,42,Wikstr??m et al. 2001,
COMMELINIDS,780,ZINGIBERALES,5,Zingiberales,668,1,,59.5,54,66,Wikstr??m et al. 2001,
COMMELINIDS,781,ZINGIBERALES,5,Zingiberales,668,1,,,79.5,87,Magall??n & Castillo 2009,
COMMELINIDS,782,ZINGIBERALES,5,Zingiberales,668,1,,,84,89,Bell et al. 2010,
COMMELINIDS,783,ZINGIBERALES,5,Zingiberales,668,1,,83.5,,,Tank et al. 2015,
COMMELINIDS,784,ZINGIBERALES,5,Zingiberales,668,1,,80.5,57.5,103.5,Givnish et al. 2016,
COMMELINIDS,785,ZINGIBERALES,5,Zingiberales,668,1,,67,52,96,Merckx et al. 2008a,
COMMELINIDS,786,ZINGIBERALES,5,Zingiberales,668,1,,,30,75,Mennes et al. 2013,
COMMELINIDS,787,ZINGIBERALES,5,Zingiberales,668,1,,,26,66,Mennes et al. 2015,
COMMELINIDS,788,ZINGIBERALES,5,Zingiberales,668,1,,96.6,,,Kress & Specht 2005,
COMMELINIDS,789,ZINGIBERALES,5,Zingiberales,668,1,,,106,110,Kress & Specht 2006,
COMMELINIDS,790,ZINGIBERALES,5,Zingiberales,668,1,,150,,,Fleming & Kress 2013,
COMMELINIDS,791,ZINGIBERALES,5,Zingiberales,668,1,,76,65,85,Hertweck et al. 2015,
COMMELINIDS,792,ZINGIBERALES,5,Zingiberales,668,1,,56,54,60,Hertweck et al. 2015,
COMMELINIDS,793,ZINGIBERALES,5,Musaceae,677,1,,61,,,Janssen & Bremer 2004,
COMMELINIDS,794,ZINGIBERALES,5,Musaceae,677,1,,69.1,57.8,80.5,Christelova et al. 2011,
COMMELINIDS,795,ZINGIBERALES,5,Musaceae,677,1,,35,20,51,Bell et al. 2010,
COMMELINIDS,796,ZINGIBERALES,5,Musaceae,677,1,,49,43,55,Wikstr??m et al. 2001,
COMMELINIDS,797,ZINGIBERALES,5,Musaceae,677,1,,39,25,35,Wikstr??m et al. 2001,
COMMELINIDS,798,ZINGIBERALES,5,Musaceae,677,1,,,47.5,87,Kress & Specht 2005,
COMMELINIDS,799,ZINGIBERALES,5,Musaceae,677,1,,51,,,Kress & Specht 2006,
COMMELINIDS,800,ZINGIBERALES,5,[[Heliconiaceae [Strelitziaceae + Lowiaceae]] [[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]]],668,,!TOPO,51,43,61,Bell et al. 2010,
COMMELINIDS,801,ZINGIBERALES,5,[[Heliconiaceae [Strelitziaceae + Lowiaceae]] [[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]]],668,,!TOPO,55,49,61,Wikstr??m et al. 2001,
COMMELINIDS,802,ZINGIBERALES,5,[[Heliconiaceae [Strelitziaceae + Lowiaceae]] [[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]]],668,,!TOPO,33,29,37,Wikstr??m et al. 2001,
COMMELINIDS,803,ZINGIBERALES,5,[[Heliconiaceae [Strelitziaceae + Lowiaceae]] [[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]]],668,,!TOPO,96.6,,,Kress & Specht 2005,
COMMELINIDS,804,ZINGIBERALES,5,[[Heliconiaceae [Strelitziaceae + Lowiaceae]] [[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]]],668,,!TOPO,109.3,,,Kress & Specht 2006,
COMMELINIDS,805,ZINGIBERALES,5,[[Heliconiaceae [Strelitziaceae + Lowiaceae]] [[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]]],668,,!TOPO,,30,75,Mennes et al. 2013,
COMMELINIDS,806,ZINGIBERALES,5,[Heliconiaceae [Strelitziaceae + Lowiaceae]],678,,,86,73,101,Iles et al. 2016,
COMMELINIDS,807,ZINGIBERALES,5,Heliconiaceae,682,1,,87,,,Kress & Specht 2006,
COMMELINIDS,808,ZINGIBERALES,5,Heliconiaceae,682,1,,,28,32,Kress & Specht 2006,
COMMELINIDS,809,ZINGIBERALES,5,Heliconiaceae,682,1,,32,,,McKenna & Farrell 2006,
COMMELINIDS,810,ZINGIBERALES,5,Heliconiaceae,682,1,,39,32,47,Iles et al. 2016,
COMMELINIDS,811,ZINGIBERALES,5,[Strelitziaceae + Lowiaceae],679,,,46.5,41,52,Wikstr??m et al. 2001,
COMMELINIDS,812,ZINGIBERALES,5,[Strelitziaceae + Lowiaceae],679,,,26,22,30,Wikstr??m et al. 2001,
COMMELINIDS,813,ZINGIBERALES,5,[Strelitziaceae + Lowiaceae],679,,,41,30,53,Bell et al. 2010,
COMMELINIDS,814,ZINGIBERALES,5,[Strelitziaceae + Lowiaceae],679,,,78,,,Janssen & Bremer 2004,
COMMELINIDS,815,ZINGIBERALES,5,[Strelitziaceae + Lowiaceae],679,,,49.1,,,Kress & Specht 2005,
COMMELINIDS,816,ZINGIBERALES,5,[Strelitziaceae + Lowiaceae],679,,,,80,96,Kress & Specht 2006,
COMMELINIDS,817,ZINGIBERALES,5,Strelitziaceae,681,1,,29,25,33,Wikstr??m et al. 2001,
COMMELINIDS,818,ZINGIBERALES,5,Strelitziaceae,681,1,,18,14,22,Wikstr??m et al. 2001,
COMMELINIDS,819,ZINGIBERALES,5,Strelitziaceae,681,1,,59,,,Janssen & Bremer 2004,
COMMELINIDS,820,ZINGIBERALES,5,Strelitziaceae,681,1,,24,14,36,Bell et al. 2010,
COMMELINIDS,821,ZINGIBERALES,5,Strelitziaceae,681,1,,,25.3,74,Kress & Specht 2005,
COMMELINIDS,822,ZINGIBERALES,5,Strelitziaceae,681,1,,,55,58,Kress & Specht 2006,
COMMELINIDS,823,ZINGIBERALES,5,Lowiaceae,680,1,,3,,,Kress & Specht 2005,
COMMELINIDS,824,ZINGIBERALES,5,Lowiaceae,680,1,,,13,19,Kress & Specht 2006,
COMMELINIDS,825,ZINGIBERALES,5,[[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]],670,,,47,43,51,Wikstr??m et al. 2001,
COMMELINIDS,826,ZINGIBERALES,5,[[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]],670,,,28,24,32,Wikstr??m et al. 2001,
COMMELINIDS,827,ZINGIBERALES,5,[[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]],670,,,47.4,,,Magall??n et al. 2015,
COMMELINIDS,828,ZINGIBERALES,5,[[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]],670,,,84,,,Janssen & Bremer 2004,
COMMELINIDS,829,ZINGIBERALES,5,[[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]],670,,,88.5,,,Kress & Specht 2005,
COMMELINIDS,830,ZINGIBERALES,5,[[Cannaceae + Marantaceae] [Costaceae + Zingiberaceae]],670,,,,100.5,106,Kress & Specht 2006,
COMMELINIDS,831,ZINGIBERALES,5,[Cannaceae + Marantaceae],671,,,,91,101,Kress & Specht 2006,
COMMELINIDS,832,ZINGIBERALES,5,[Cannaceae + Marantaceae],671,,,68,,,Janssen & Bremer 2004,
COMMELINIDS,833,ZINGIBERALES,5,[Cannaceae + Marantaceae],671,,,44,36,54,Bell et al. 2010,
COMMELINIDS,834,ZINGIBERALES,5,[Cannaceae + Marantaceae],671,,,38.2,,,Magall??n et al. 2015,
COMMELINIDS,835,ZINGIBERALES,5,[Cannaceae + Marantaceae],671,,,80.1,,,Kress & Specht 2005,
COMMELINIDS,836,ZINGIBERALES,5,[Cannaceae + Marantaceae],671,,,,91,96,Kress & Specht 2006,
COMMELINIDS,837,ZINGIBERALES,5,Cannaceae,673,1,,,24,32,Kress & Specht 2006,
COMMELINIDS,838,ZINGIBERALES,5,Marantaceae,672,1,,56.7,,,Kress & Specht 2005,
COMMELINIDS,839,ZINGIBERALES,5,Marantaceae,672,1,,,61,71.5,Kress & Specht 2006,
COMMELINIDS,840,ZINGIBERALES,5,Marantaceae,672,1,,57,,,Janssen & Bremer 2004,
COMMELINIDS,841,ZINGIBERALES,5,Marantaceae,672,1,,23,20,26,Wikstr??m et al. 2001,
COMMELINIDS,842,ZINGIBERALES,5,Marantaceae,672,1,,14,11,17,Wikstr??m et al. 2001,
COMMELINIDS,843,ZINGIBERALES,5,[Costaceae + Zingiberaceae],674,,,83,,,Kress & Specht 2005,
COMMELINIDS,844,ZINGIBERALES,5,[Costaceae + Zingiberaceae],674,,,,99,105,Kress & Specht 2006,
COMMELINIDS,845,ZINGIBERALES,5,[Costaceae + Zingiberaceae],674,,,79,,,Janssen & Bremer 2004,
COMMELINIDS,846,ZINGIBERALES,5,Costaceae,676,1,,26.5,23,30,Wikstr??m et al. 2001,
COMMELINIDS,847,ZINGIBERALES,5,Costaceae,676,1,,15,12,18,Wikstr??m et al. 2001,
COMMELINIDS,848,ZINGIBERALES,5,Costaceae,676,1,,47,,,Janssen & Bremer 2004,
COMMELINIDS,849,ZINGIBERALES,5,Costaceae,676,1,,,23.2,74,Specht 2005,
COMMELINIDS,850,ZINGIBERALES,5,Costaceae,676,1,,,47,52,Specht 2006,
COMMELINIDS,851,ZINGIBERALES,5,Zingiberaceae,675,1,,70,,,Auvray et al. 2010,
EUDICOTS,852,,6,[CERATOPHYLLALES + EUDICOTS],6,,,156,146,168,Bell et al. 2010,
EUDICOTS,853,,6,[CERATOPHYLLALES + EUDICOTS],6,,,136,130,142,Bell et al. 2010,
EUDICOTS,854,,6,[CERATOPHYLLALES + EUDICOTS],6,,,160.7,142.6,178.4,Tank & Olmstead 2017,
EUDICOTS,855,,6,[CERATOPHYLLALES + EUDICOTS],6,,,147.5,133,162,Wikstr??m et al. 2001,
EUDICOTS,856,,6,[CERATOPHYLLALES + EUDICOTS],6,,,,123,160,Soltis et al. 2008,
EUDICOTS,857,,6,[CERATOPHYLLALES + EUDICOTS],6,,,,128,201.4,Magall??n & Castillo 2009,
EUDICOTS,858,,6,[CERATOPHYLLALES + EUDICOTS],6,,,132,125,140,Moore et al. 2010,
EUDICOTS,859,,6,[CERATOPHYLLALES + EUDICOTS],6,,,137.3,,,Xue et al. 2012,
EUDICOTS,860,,6,[CERATOPHYLLALES + EUDICOTS],6,,,145,,,Foster et al. 2016a,
EUDICOTS,861,,6,[CERATOPHYLLALES + EUDICOTS],6,,,138.1,,,Naumann et al. 2013,
EUDICOTS,862,,6,[CERATOPHYLLALES + EUDICOTS],6,,,,185.6,191.7,Tank et al. 2015,
EUDICOTS,863,,6,[CERATOPHYLLALES + EUDICOTS],6,,,132.5,,,Magall??n et al. 2013,
EUDICOTS,864,,6,[CERATOPHYLLALES + EUDICOTS],6,,,134.4,,,Magall??n et al. 2015,
EUDICOTS,865,RANUNCULALES,6,Ranunculales,615,1,,133,120,146,Wikstr??m et al. 2001,
EUDICOTS,866,RANUNCULALES,6,Ranunculales,615,1,,,114,121,Anderson et al. 2005,
EUDICOTS,867,RANUNCULALES,6,Ranunculales,615,1,,113.2,,,Magall??n & Castillo 2009,
EUDICOTS,868,RANUNCULALES,6,Ranunculales,615,1,,114.8,,,Magall??n et al. 2015,
EUDICOTS,869,RANUNCULALES,6,Ranunculales,615,1,,132.5,,,Tank et al. 2015,
EUDICOTS,870,RANUNCULALES,6,[Papaveraceae [[Circaeasteraceae + Lardizabalaceae] [Menispermaceae [Berberidaceae + Ranunculaceae]]]],615,,!TOPO,112.9,,,Magall??n et al. 2015,
EUDICOTS,871,RANUNCULALES,6,[Papaveraceae [[Circaeasteraceae + Lardizabalaceae] [Menispermaceae [Berberidaceae + Ranunculaceae]]]],615,,!TOPO,100,,,Zhang et al. 2012,
EUDICOTS,872,RANUNCULALES,6,Papaveraceae,627,1,,,106,119,Anderson et al. 2005,
EUDICOTS,873,RANUNCULALES,6,[[Circaeasteraceae + Lardizabalaceae] [Menispermaceae [Berberidaceae + Ranunculaceae]]],617,,,88.5,71,106,Bell et al. 2010,
EUDICOTS,874,RANUNCULALES,6,[[Circaeasteraceae + Lardizabalaceae] [Menispermaceae [Berberidaceae + Ranunculaceae]]],617,,,115.5,105,126,Wikstr??m et al. 2001,
EUDICOTS,875,RANUNCULALES,6,[[Circaeasteraceae + Lardizabalaceae] [Menispermaceae [Berberidaceae + Ranunculaceae]]],617,,,98.2,,,Magall??n et al. 2015,
EUDICOTS,876,RANUNCULALES,6,[[Circaeasteraceae + Lardizabalaceae] [Menispermaceae [Berberidaceae + Ranunculaceae]]],617,,,126.4,125.6,127.3,Wang et al. 2016,
EUDICOTS,877,RANUNCULALES,6,[Circaeasteraceae + Lardizabalaceae],623,,,,107,116,Anderson et al. 2005,
EUDICOTS,878,RANUNCULALES,6,[Circaeasteraceae + Lardizabalaceae],623,,,84,66,102,Bell et al. 2010,
EUDICOTS,879,RANUNCULALES,6,[Circaeasteraceae + Lardizabalaceae],623,,,110.5,100,121,Wikstr??m et al. 2001,
EUDICOTS,880,RANUNCULALES,6,[Circaeasteraceae + Lardizabalaceae],623,,,86.3,,,Magall??n et al. 2015,
EUDICOTS,881,RANUNCULALES,6,[Circaeasteraceae + Lardizabalaceae],623,,,126.1,,,Tank et al. 2015,
EUDICOTS,882,RANUNCULALES,6,Circaeasteraceae,624,1,,,72,84,Anderson et al. 2005,
EUDICOTS,883,RANUNCULALES,6,Circaeasteraceae,624,1,,46.5,30,65,Bell et al. 2010,
EUDICOTS,884,RANUNCULALES,6,Circaeasteraceae,624,1,,61,50,72,Wikstr??m et al. 2001,
EUDICOTS,885,RANUNCULALES,6,Circaeasteraceae,624,1,,,66,95,Anderson et al. 2005,
EUDICOTS,886,RANUNCULALES,6,Circaeasteraceae,624,1,,36.5,23,51,Bell et al. 2010,
EUDICOTS,887,RANUNCULALES,6,Circaeasteraceae,624,1,,78.5,67,88,Wikstr??m et al. 2001,
EUDICOTS,888,RANUNCULALES,6,[Menispermaceae [Berberidaceae + Ranunculaceae]],618,,,108,97,119,Wikstr??m et al. 2001,
EUDICOTS,889,RANUNCULALES,6,[Menispermaceae [Berberidaceae + Ranunculaceae]],618,,,65.9,,,Magall??n et al. 2013,
EUDICOTS,890,RANUNCULALES,6,[Menispermaceae [Berberidaceae + Ranunculaceae]],618,,,89.9,,,Magall??n et al. 2015,
EUDICOTS,891,RANUNCULALES,6,[Menispermaceae [Berberidaceae + Ranunculaceae]],618,,,,105,116,Anderson et al. 2005,
EUDICOTS,892,RANUNCULALES,6,[Menispermaceae [Berberidaceae + Ranunculaceae]],618,,,80,63,99,Bell et al. 2010,
EUDICOTS,893,RANUNCULALES,6,[Menispermaceae [Berberidaceae + Ranunculaceae]],618,,,,115.6,125,Jacques et al. 2011,
EUDICOTS,894,RANUNCULALES,6,[Menispermaceae [Berberidaceae + Ranunculaceae]],618,,,127.9,,,Tank et al. 2015,
